项目ID,生成批次ID,目标需求槽位或镜头,分镜组ID,分镜组版本,镜头ID与版本集合,生成单元ID,Prompt类型,PromptID,模型,平台设置,Prompt版本,Prompt路径或正文,参考输入,结果文件,结论对象,用户结论,用户失败描述,AI诊断,修订方向,上一版本,记录日期

