项目ID,绑定卡版本,正式资产ID,需求槽位ID,版本,资产类型,资产名称,资产角色,生产图片PromptID与版本,生产依据父资产ID与版本,生产依据附加资产ID与版本,当前兼容依赖资产ID与版本,文件路径,剧本出处,关联场次,必须继承,允许变化,声音类别,关联说话者ID,关联声音身份卡ID与版本,声音来源与授权状态,音频污染与限制,正式用途,模型,登记指令原文,登记日期,状态,状态依据,状态更新时间

