项目ID,需求槽位ID,预留正式资产ID,资产类型,暂定资产名称,基础或变体,父需求槽位ID,父预留正式资产ID,附加预留正式资产ID集合,剧本出处,关联场次,优先级,必须继承,允许变化,禁止变化,必要交付视图,前置依赖,负责Skill,完成定义,当前状态

