项目ID,绑定卡版本,正式资产ID,版本,资产类型,资产名称,资产角色,文件路径,平台引用名,可调用范围,声音类别,关联说话者ID,关联声音身份卡ID与版本,调用方式,音频污染与限制,生产依据父资产ID与版本,生产依据附加资产ID与版本,当前兼容依赖资产ID与版本,连续性备注,状态,状态依据,状态更新时间

