项目ID,生成单元ID,分镜组ID,分镜组版本,镜头ID与版本集合,调用正式资产,平台引用名,首帧状态,结束状态,动作视线银幕方向,声音,参考负载结论,版本冲突,缺口,生成就绪结论,复核日期

