项目ID,分镜组ID,分镜组版本,镜头ID,镜头版本,镜头序号,生成单元ID,生成单元成员镜头ID集合,被替代生成单元ID集合,对应剧本事实ID,时长秒,本镜叙事任务,为什么需要本镜,观众视点,场景空间依据ID与版本,景别对象,景别,摄影机高度与角度,侧别与遮挡,距离视场与透视,构图重心与负空间,运镜,运镜触发与停止,人物调度与表演,原台词,调用正式资产,生命体形态与运动约束集版本,VFX正式资产定义时序与接触版本,VFX本镜阶段与执行条款,声音,第一帧状态,稳定结束状态,下一镜头ID与版本或场末,剪辑关系ID,切点时机,切点理由,动作接点,声音接点,相邻状态结论,剪辑节奏数据集与卡精确引用,为什么选择本机位与运镜

